iter	Logloss
113	0.3136901791
114	0.3134569123
115	0.3132659576
116	0.3131033297
117	0.3129380177
118	0.3127720104
119	0.3125858321
120	0.3124163014
121	0.3122469269
122	0.3121017859
123	0.3119329866
124	0.3117949682
125	0.3116306074
126	0.3114939869
127	0.3113321345
128	0.3111969069
129	0.3110728203
130	0.310921739
131	0.3107755821
132	0.3106516495
133	0.3105386575
134	0.3104127496
135	0.3102814736
136	0.3101826866
137	0.3100637903
138	0.3099478503
139	0.3098184325
140	0.3097086977
141	0.3095320075
142	0.3094287358
143	0.3093160756
144	0.3092451594
145	0.3091455959
146	0.308963929
147	0.3088507182
148	0.3086804788
149	0.3085768989
150	0.3084798654
151	0.3083298534
152	0.3082293675
153	0.3081456103
154	0.3080583341
155	0.3079747649
156	0.3078866114
157	0.3077389918
158	0.3076697961
159	0.3075979616
160	0.3075205196
161	0.3074600787
162	0.3073786985
163	0.3072480183
164	0.3071808102
165	0.307121264
166	0.3070518043
167	0.3069822183
168	0.3069099
169	0.3067958304
170	0.306731178
171	0.3066647917
172	0.3065528577
173	0.3064873219
174	0.306435193
175	0.3063374045
176	0.3062858816
177	0.3061924504
178	0.306135692
179	0.3060819925
180	0.305987531
181	0.3059303144
182	0.3058776956
183	0.3057913879
184	0.305737292
185	0.305684103
186	0.3056268392
187	0.3055479622
188	0.3055081935
189	0.3054572531
190	0.3053819333
191	0.3053369351
192	0.3052896875
193	0.3052427418
194	0.3051987924
195	0.3051246282
196	0.3050881126
197	0.3050492653
198	0.3049790845
199	0.3049115539
200	0.3048729932
201	0.3048086068
202	0.3047703285
203	0.3047334185
204	0.3046996517
205	0.3046665361
206	0.3046338467
207	0.3045960205
208	0.3045383047
209	0.3045075454
210	0.3044775474
211	0.3044168938
212	0.3043806196
213	0.3043478009
214	0.3043132051
215	0.3042795368
216	0.3042463083
217	0.3042153261
218	0.3041824612
219	0.3041616246
220	0.3041363732
221	0.3041086349
222	0.3040577489
223	0.304027832
224	0.3040021974
225	0.303972866
226	0.303942684
227	0.3038915854
228	0.3038621307
229	0.3038291209
230	0.3037930593
231	0.3037653344
232	0.3037355305
233	0.3036914774
234	0.3036621644
235	0.3036197805
236	0.3035920279
237	0.3035668298
238	0.3035481185
239	0.3035315695
240	0.3034816049
241	0.3034629839
242	0.3034357747
243	0.3034142756
244	0.3033908854
245	0.3033669242
246	0.3033251483
247	0.3033029928
248	0.3032680211
249	0.3032468404
250	0.3032288666
251	0.3032062643
252	0.3031782179
253	0.3031638373
254	0.3031227722
255	0.3031035997
256	0.3030856208
257	0.3030684462
258	0.3030461746
259	0.3030237264
260	0.3029852776
261	0.3029682447
262	0.3029489408
263	0.3029114452
264	0.3028896893
265	0.3028609239
266	0.3028423862
267	0.3028247051
268	0.3028077226
269	0.302778537
270	0.3027456084
271	0.3027314752
272	0.30271288
273	0.3026971373
274	0.3026799041
275	0.3026606453
276	0.3026447239
277	0.3026300679
278	0.3026014154
279	0.3025819348
280	0.3025644705
281	0.3025367404
282	0.3025158628
283	0.3024859058
284	0.3024718692
285	0.3024561224
286	0.3024397356
287	0.3024263195
288	0.3024107986
289	0.302395702
290	0.3023826937
291	0.3023696607
292	0.3023538789
293	0.3023400057
294	0.3023269973
295	0.3023065131
296	0.3022942936
297	0.3022824378
298	0.3022561058
299	0.3022437867
300	0.3022313125
301	0.3022131384
302	0.3022023231
303	0.3021777188
304	0.3021651296
305	0.302154379
306	0.3021425396
307	0.3021311203
308	0.3021203307
309	0.3021082335
310	0.3020921631
311	0.3020825249
312	0.3020710872
313	0.3020609519
314	0.3020531514
315	0.3020437064
316	0.3020269056
317	0.3020156517
318	0.3019916771
319	0.3019811761
320	0.3019649876
321	0.301953442
322	0.3019383228
323	0.3019228142
324	0.3019131104
325	0.3018937129
326	0.3018750314
327	0.3018650327
328	0.3018555435
329	0.3018360598
330	0.3018148051
331	0.3018048229
332	0.3017883129
333	0.3017820789
334	0.3017722702
335	0.3017528491
336	0.3017438756
337	0.3017301955
338	0.3017195979
339	0.3017096794
340	0.3017002754
341	0.3016920579
342	0.3016811646
343	0.3016718818
344	0.3016618554
345	0.3016560158
346	0.3016340915
347	0.3016111574
348	0.3015941636
349	0.3015837057
350	0.3015770311
351	0.3015644356
352	0.3015538063
353	0.3015438713
354	0.3015347735
355	0.301525236
356	0.3015152928
357	0.3015044713
358	0.3014927973
359	0.3014840795
360	0.3014734728
361	0.3014660133
362	0.301446774
363	0.3014363768
364	0.3014262107
365	0.301409865
366	0.3013993404
367	0.301391997
368	0.3013857106
369	0.3013785285
370	0.3013700829
371	0.3013615367
372	0.3013540886
373	0.3013460138
374	0.3013289214
375	0.301319916
376	0.3013127421
377	0.3012973887
378	0.3012898614
379	0.3012827964
380	0.301272809
381	0.3012666941
382	0.3012526566
383	0.301246061
384	0.3012368923
385	0.301219995
386	0.3012131785
387	0.3012069024
388	0.3012018743
389	0.3011944868
390	0.3011881829
391	0.3011690248
392	0.3011609603
393	0.3011542322
394	0.3011474311
395	0.3011410667
396	0.3011347238
397	0.3011281138
398	0.3011169842
399	0.3011078535
400	0.3010986786
401	0.3010836693
402	0.3010651737
403	0.3010588175
404	0.3010463556
405	0.3010409443
406	0.3010318496
407	0.3010203954
408	0.3010137269
409	0.3010050112
410	0.3009997694
411	0.300992578
412	0.300986305
413	0.3009797002
414	0.3009672948
415	0.3009619308
416	0.3009564959
417	0.3009458912
418	0.3009388334
419	0.3009292795
420	0.3009254861
421	0.3009183974
422	0.3009134761
423	0.3009070048
424	0.3009025684
425	0.3008886859
426	0.3008801931
427	0.3008728456
428	0.3008661021
429	0.3008543326
430	0.300848117
431	0.3008406401
432	0.3008253802
433	0.300820688
434	0.3008136086
435	0.3008041646
436	0.3007962275
437	0.3007887701
438	0.3007835232
439	0.3007751228
440	0.3007582142
441	0.300753975
442	0.300747894
443	0.3007424448
444	0.3007288509
445	0.30072432
446	0.3007171204
447	0.3007097154
448	0.3007042518
449	0.3006984471
450	0.3006906333
451	0.3006813578
452	0.3006744047
453	0.3006614303
454	0.3006564813
455	0.3006493392
456	0.3006436948
457	0.3006365743
458	0.3006323608
459	0.3006267061
460	0.300616958
461	0.300611062
462	0.3005993633
463	0.3005924893
464	0.3005880847
465	0.3005796166
466	0.3005724827
467	0.3005644881
468	0.3005591365
469	0.3005525152
470	0.3005474974
471	0.3005421005
472	0.3005381078
473	0.3005337371
474	0.3005214879
475	0.3005173842
476	0.3005124743
477	0.3005019219
478	0.3004917866
479	0.3004797007
480	0.3004689871
481	0.3004634526
482	0.3004575226
483	0.3004501803
484	0.3004453956
485	0.3004373322
486	0.3004330858
487	0.3004232556
488	0.3004189044
489	0.300414053
490	0.3004090783
491	0.3004036732
492	0.300397017
493	0.3003910079
494	0.3003841525
495	0.3003802491
496	0.3003749786
497	0.3003668782
498	0.3003624048
499	0.3003587624
500	0.3003515751
501	0.3003486343
502	0.3003451182
503	0.300334609
504	0.3003304037
505	0.3003255656
506	0.3003219386
507	0.3003127062
508	0.3003073443
509	0.3003033156
510	0.3002992141
511	0.3002950365
512	0.3002915872
513	0.3002865745
514	0.3002824411
515	0.3002776667
516	0.300274202
517	0.3002703141
518	0.300264872
519	0.300257507
520	0.3002527779
521	0.3002500907
522	0.3002429682
523	0.3002398065
524	0.3002312274
525	0.3002250263
526	0.3002203813
527	0.3002115002
528	0.3002065461
529	0.3002029488
530	0.3001986398
531	0.3001948792
532	0.3001865364
533	0.3001815966
534	0.3001726457
535	0.3001685359
536	0.3001636845
537	0.3001567756
538	0.3001487892
539	0.3001448848
540	0.3001404751
541	0.3001354573
542	0.3001287785
543	0.3001235871
544	0.3001189729
545	0.3001166669
546	0.3001068233
547	0.3001010351
548	0.3000974964
549	0.3000922516
550	0.3000901099
551	0.3000831312
552	0.300080404
553	0.3000752731
554	0.3000719861
555	0.3000630239
556	0.3000587878
557	0.3000541336
558	0.3000506195
559	0.300047691
560	0.3000422808
561	0.3000389291
562	0.3000334809
563	0.300029632
564	0.3000259516
565	0.3000173817
566	0.3000128148
567	0.3000090502
568	0.3000036574
569	0.2999998917
570	0.2999967968
571	0.2999932407
572	0.2999887036
573	0.2999846205
574	0.2999765231
575	0.299973344
576	0.2999680868
577	0.2999599166
578	0.29995627
579	0.2999524304
580	0.299948032
581	0.2999435288
582	0.2999404359
583	0.2999359768
584	0.2999292631
585	0.29992446
586	0.2999217266
587	0.2999166975
588	0.299912635
589	0.2999092771
590	0.2999059182
591	0.2999022983
592	0.2998970771
593	0.2998899947
594	0.2998840092
595	0.2998809523
596	0.2998780844
597	0.2998733727
598	0.2998694889
599	0.29986617
600	0.2998635291
601	0.2998593084
602	0.2998571441
603	0.299851627
604	0.2998478501
605	0.2998439899
606	0.2998385622
607	0.299835533
608	0.2998333995
609	0.2998313184
610	0.2998258713
611	0.2998217553
612	0.2998185946
613	0.2998153857
614	0.2998090746
615	0.299806369
616	0.2998021462
617	0.2997989434
618	0.2997955743
619	0.2997927084
620	0.299790275
621	0.2997806369
622	0.2997767428
623	0.2997736119
624	0.2997652187
625	0.2997617694
626	0.2997577634
627	0.2997536063
628	0.2997457463
629	0.2997390623
630	0.2997296451
631	0.2997253319
632	0.2997216309
633	0.299718046
634	0.2997137945
635	0.2997120842
636	0.2997047829
637	0.2997011231
638	0.2996942655
639	0.2996912548
640	0.2996831667
641	0.2996793959
642	0.2996757946
643	0.2996692062
644	0.2996657497
645	0.2996581495
646	0.2996536607
647	0.2996494122
648	0.2996444673
649	0.2996404212
650	0.2996365148
651	0.2996324256
652	0.2996299541
653	0.2996253051
654	0.2996211768
655	0.2996179309
656	0.2996112079
657	0.299607094
658	0.2996035009
659	0.2995999489
660	0.2995966978
661	0.2995933779
662	0.2995865369
663	0.2995838579
664	0.2995769223
665	0.2995738932
666	0.2995704387
667	0.2995680361
668	0.2995612793
669	0.2995553257
670	0.2995516606
671	0.2995489961
672	0.2995466531
673	0.2995436938
674	0.2995395799
675	0.2995313531
676	0.2995250153
677	0.2995199369
678	0.2995162482
679	0.2995102012
680	0.2995074
681	0.2995053569
682	0.2994986309
683	0.2994961379
684	0.2994939767
685	0.2994905264
686	0.2994847988
687	0.2994798035
688	0.2994770486
689	0.299471435
690	0.29946879
691	0.2994655328
692	0.2994576768
693	0.2994533349
694	0.299445293
695	0.2994402639
696	0.2994373744
697	0.2994343719
698	0.2994326
699	0.2994277815
700	0.2994219398
701	0.2994138527
702	0.2994110578
703	0.2994081631
704	0.2994044242
705	0.2994019753
706	0.299399735
707	0.2993969709
708	0.2993940321
709	0.2993913994
710	0.2993888324
711	0.2993859317
712	0.2993839512
713	0.2993794213
714	0.2993759813
715	0.2993689748
716	0.2993619416
717	0.2993580814
718	0.299355913
719	0.2993518289
720	0.2993483652
721	0.2993450875
722	0.2993409869
723	0.2993356579
724	0.2993326266
725	0.2993269956
726	0.299324706
727	0.2993194467
728	0.2993153955
729	0.2993102339
730	0.2993065709
731	0.2993039957
732	0.2993007108
733	0.2992956775
734	0.2992912709
735	0.2992873296
736	0.2992814797
737	0.2992756535
738	0.2992724908
739	0.2992689665
740	0.2992614844
741	0.2992594865
742	0.2992559592
743	0.2992506424
744	0.2992459245
745	0.2992386253
746	0.2992359474
747	0.2992302804
748	0.2992234886
749	0.2992204605
750	0.2992174981
751	0.2992156224
752	0.2992134027
753	0.2992079626
754	0.2992057799
755	0.2992029037
756	0.2991986635
757	0.2991938963
758	0.2991906268
759	0.2991866022
760	0.2991845756
761	0.2991801607
762	0.2991736966
763	0.2991698693
764	0.2991675951
765	0.2991648176
766	0.2991618356
767	0.2991555821
768	0.2991511898
769	0.2991432568
770	0.2991393946
771	0.2991356895
772	0.2991330168
773	0.299129322
774	0.2991259507
775	0.2991218913
776	0.2991173141
777	0.2991131191
778	0.299108016
779	0.2991046827
780	0.2991000789
781	0.2990983758
782	0.2990959629
783	0.299092037
784	0.2990882354
785	0.2990805499
786	0.2990769137
787	0.2990732897
788	0.2990675149
789	0.2990619208
790	0.2990546401
791	0.2990514722
792	0.2990449393
793	0.299041228
794	0.2990393647
795	0.2990360705
796	0.2990338405
797	0.2990312869
798	0.2990278499
799	0.2990242948
800	0.2990197207
801	0.2990143454
802	0.2990120425
803	0.2990086764
804	0.2990019729
805	0.2989967168
806	0.2989942392
807	0.2989899455
808	0.2989867623
809	0.2989826925
810	0.2989764945
811	0.2989745983
812	0.2989706477
813	0.2989644168
814	0.2989613218
815	0.2989588843
816	0.298956683
817	0.2989522024
818	0.2989475185
819	0.298945159
820	0.2989399008
821	0.2989364854
822	0.2989349302
823	0.2989328533
824	0.2989289674
825	0.2989261786
826	0.2989202332
827	0.2989168424
828	0.2989102232
829	0.2989063538
830	0.2989012918
831	0.2988985523
832	0.298895406
833	0.298892534
834	0.2988894462
835	0.2988832964
836	0.2988799211
837	0.2988774846
838	0.2988739233
839	0.2988712198
840	0.298868206
841	0.2988659821
842	0.2988629837
843	0.2988597933
844	0.2988540184
845	0.2988490468
846	0.2988432689
847	0.2988410429
848	0.2988379121
849	0.2988331418
850	0.2988314233
851	0.2988272457
852	0.2988218704
853	0.2988180164
854	0.2988142723
855	0.2988073983
856	0.2988051108
857	0.298802701
858	0.2987996657
859	0.2987948471
860	0.2987912951
861	0.2987896454
862	0.2987865505
863	0.2987839876
864	0.2987812943
865	0.2987766463
866	0.2987710769
867	0.2987649107
868	0.2987634469
869	0.2987601733
870	0.2987572889
871	0.2987528514
872	0.2987491515
873	0.2987454772
874	0.2987425241
875	0.2987400804
876	0.2987349311
877	0.2987326743
878	0.2987281496
879	0.2987230033
880	0.2987202104
881	0.298718308
882	0.2987164437
883	0.2987124787
884	0.2987058893
885	0.298704366
886	0.2987008427
887	0.298695564
888	0.2986916216
889	0.2986853208
890	0.2986825495
891	0.2986765291
892	0.298673729
893	0.2986680558
894	0.2986644637
895	0.298660318
896	0.2986581506
897	0.2986562616
898	0.2986531708
899	0.2986481068
900	0.2986453354
901	0.2986428948
902	0.2986409996
903	0.2986383597
904	0.2986346023
905	0.2986323055
906	0.298629681
907	0.2986267741
908	0.2986218713
909	0.298619141
910	0.298615175
911	0.2986125834
912	0.2986099569
913	0.298604258
914	0.2986019962
915	0.2985992217
916	0.298594623
917	0.2985891717
918	0.2985865277
919	0.2985848996
920	0.298583556
921	0.2985806101
922	0.2985771895
923	0.2985746821
924	0.2985700341
925	0.2985659284
926	0.298559907
927	0.2985541322
928	0.2985506952
929	0.298547591
930	0.2985457493
931	0.2985424705
932	0.2985401685
933	0.2985384891
934	0.2985363577
935	0.2985336151
936	0.2985311734
937	0.2985291129
938	0.2985244248
939	0.2985186489
940	0.2985162997
941	0.2985112428
942	0.2985083472
943	0.2985051968
944	0.2985022765
945	0.298500972
946	0.2984991076
947	0.2984966033
948	0.2984928654
949	0.2984868409
950	0.2984837819
951	0.2984799156
952	0.2984777266
953	0.2984736939
954	0.2984704623
955	0.2984682683
956	0.2984642694
957	0.2984585274
958	0.2984570267
959	0.29845262
960	0.2984498405
961	0.2984465021
962	0.2984437975
963	0.2984425875
964	0.2984389327
965	0.2984364264
966	0.298432143
967	0.2984302108
968	0.2984277589
969	0.2984252392
970	0.2984210247
971	0.2984185563
972	0.2984152169
973	0.2984105843
974	0.2984082095
975	0.2984059969
976	0.2984037956
977	0.2984009308
978	0.2983989278
979	0.2983963495
980	0.2983949361
981	0.2983928273
982	0.2983904504
983	0.2983892403
984	0.2983850586
985	0.2983803151
986	0.2983785771
987	0.2983747056
988	0.2983726789
989	0.2983705598
990	0.2983682404
991	0.2983628015
992	0.2983596192
993	0.2983549486
994	0.2983528665
995	0.2983488882
996	0.2983469283
997	0.2983438385
998	0.2983393558
999	0.2983362486
1000	0.2983348239
1001	0.2983320186
1002	0.2983298091
1003	0.2983287028
1004	0.298324855
1005	0.2983221966
1006	0.2983190483
1007	0.298315032
1008	0.2983098518
1009	0.2983067754
1010	0.2983039681
1011	0.2983003986
1012	0.2982954291
1013	0.2982932576
1014	0.2982913665
1015	0.2982888653
1016	0.2982853328
1017	0.2982828306
1018	0.2982790546
1019	0.2982758724
1020	0.2982740686
1021	0.2982717194
1022	0.298269738
1023	0.2982680791
1024	0.2982669214
1025	0.2982614064
1026	0.2982593325
1027	0.2982552135
1028	0.2982513502
1029	0.2982482974
1030	0.2982467546
1031	0.2982429119
1032	0.2982368073
1033	0.2982339178
1034	0.2982310488
1035	0.2982281604
1036	0.2982246515
1037	0.2982212484
1038	0.298218815
1039	0.2982165809
1040	0.2982146477
1041	0.2982129939
1042	0.2982115302
1043	0.2982060162
1044	0.2982042453
1045	0.2982019547
1046	0.2981995778
1047	0.298195619
1048	0.2981930469
1049	0.298189877
1050	0.2981871981
1051	0.2981824391
1052	0.2981802276
1053	0.2981773668
1054	0.2981744681
1055	0.298172234
1056	0.2981676219
1057	0.2981662372
1058	0.2981640082
1059	0.2981603114
1060	0.298157012
1061	0.2981538483
1062	0.2981504411
1063	0.2981493348
1064	0.2981440931
1065	0.2981410218
1066	0.2981391584
1067	0.298136687
1068	0.2981343923
1069	0.2981328361
1070	0.2981283421
1071	0.2981271115
1072	0.2981253211
1073	0.2981240844
1074	0.298119687
1075	0.2981178833
1076	0.2981159193
1077	0.2981146301
1078	0.2981125347
1079	0.2981083355
1080	0.2981059124
1081	0.2981035252
1082	0.2981005268
1083	0.2980983697
1084	0.2980952481
1085	0.2980900947
1086	0.2980858493
1087	0.298083836
1088	0.2980820744
1089	0.2980798731
1090	0.2980777232
1091	0.298075977
1092	0.2980741763
1093	0.2980690938
1094	0.2980674359
1095	0.2980650302
1096	0.2980636743
1097	0.2980618921
1098	0.2980579302
1099	0.2980569144
1100	0.2980547018
1101	0.2980526597
1102	0.2980507872
1103	0.2980464699
1104	0.2980447021
1105	0.2980426415
1106	0.2980377511
1107	0.2980337481
1108	0.2980289635
1109	0.298026113
1110	0.2980222056
1111	0.2980200423
1112	0.2980170871
1113	0.2980149505
1114	0.2980130893
1115	0.2980098906
1116	0.2980053103
1117	0.2980029601
1118	0.2980013526
1119	0.2979979557
1120	0.2979962505
1121	0.2979932388
1122	0.2979907448
1123	0.2979870109
1124	0.297985654
1125	0.2979816706
1126	0.2979773882
1127	0.2979749168
1128	0.2979727237
1129	0.2979710987
1130	0.2979673526
1131	0.2979658898
1132	0.29796393
1133	0.2979610292
1134	0.2979587016
1135	0.2979569995
1136	0.2979554269
1137	0.2979539436
1138	0.2979508261
1139	0.2979471909
1140	0.2979424822
1141	0.2979382851
1142	0.2979350361
1143	0.2979315313
1144	0.2979299228
1145	0.2979284498
1146	0.2979267929
1147	0.2979246235
1148	0.2979229636
1149	0.2979200309
1150	0.2979160814
1151	0.2979146115
1152	0.2979136254
1153	0.2979109444
1154	0.2979076183
1155	0.2979047751
1156	0.2979015939
1157	0.2978988913
1158	0.2978958005
1159	0.2978927539
1160	0.2978915716
1161	0.2978871762
1162	0.2978851681
1163	0.297882596
1164	0.2978788663
1165	0.2978753409
1166	0.2978734992
1167	0.2978716841
1168	0.297868128
1169	0.2978650659
1170	0.2978616701
1171	0.2978594524
1172	0.2978574031
1173	0.2978563687
1174	0.2978546954
1175	0.2978531978
1176	0.2978516971
1177	0.2978502734
1178	0.2978483299
1179	0.2978473161
1180	0.2978449916
1181	0.2978407719
1182	0.297839569
1183	0.2978374222
1184	0.2978344711
1185	0.2978315744
1186	0.2978290383
1187	0.2978272674
1188	0.2978236055
1189	0.2978214329
1190	0.2978189287
1191	0.2978161655
1192	0.2978146422
1193	0.2978126494
1194	0.2978093624
1195	0.2978045336
1196	0.297801035
1197	0.2977990844
1198	0.2977970998
1199	0.2977955816
1200	0.2977940994
1201	0.2977919721
1202	0.297790155
1203	0.2977882547
1204	0.2977861828
1205	0.2977825651
1206	0.2977802025
1207	0.2977786022
1208	0.2977762396
1209	0.2977752196
1210	0.2977736922
1211	0.2977726475
1212	0.2977699851
1213	0.2977684515
1214	0.2977670381
1215	0.2977628707
1216	0.2977600223
1217	0.2977565463
1218	0.2977548402
1219	0.2977536281
1220	0.2977517052
1221	0.2977481922
1222	0.2977444748
1223	0.2977417466
1224	0.2977378155
1225	0.2977359635
1226	0.2977329353
1227	0.297729901
1228	0.2977266078
1229	0.297723628
1230	0.2977211555
1231	0.2977190415
1232	0.2977170426
1233	0.2977159312
1234	0.2977136098
1235	0.2977120608
1236	0.2977102375
1237	0.2977069782
1238	0.2977044883
1239	0.2977009106
1240	0.2976995013
1241	0.2976979708
1242	0.2976964495
1243	0.2976948307
1244	0.2976926777
1245	0.2976911852
1246	0.2976882001
1247	0.2976852511
1248	0.2976830765
1249	0.2976819785
1250	0.297679998
1251	0.2976781635
1252	0.2976763823
1253	0.2976743331
1254	0.2976714754
1255	0.2976693563
1256	0.2976673872
1257	0.2976663477
1258	0.2976639677
1259	0.2976612169
1260	0.2976573875
1261	0.2976559926
1262	0.2976521119
1263	0.2976494484
1264	0.2976466523
1265	0.2976450263
1266	0.2976412432
1267	0.2976399068
1268	0.2976352824
1269	0.2976338001
1270	0.2976320447
1271	0.2976300314
1272	0.2976284146
1273	0.2976272015
1274	0.297624804
1275	0.2976228421
1276	0.2976207178
1277	0.2976179958
1278	0.2976147581
1279	0.2976125897
1280	0.2976107274
1281	0.2976086637
1282	0.2976065292
1283	0.2976052504
1284	0.2976031179
1285	0.2976012485
1286	0.297598512
1287	0.2975965932
1288	0.2975946488
1289	0.2975928799
1290	0.2975912693
1291	0.2975893546
1292	0.2975879289
1293	0.2975863388
1294	0.2975832685
1295	0.2975811679
1296	0.2975775799
1297	0.2975760135
1298	0.2975746144
1299	0.2975728117
1300	0.2975695
1301	0.2975676408
1302	0.2975661524
1303	0.297564321
1304	0.2975627822
1305	0.2975602204
1306	0.2975574336
1307	0.2975556309
1308	0.2975520861
1309	0.2975502628
1310	0.2975484437
1311	0.2975471176
1312	0.2975439631
1313	0.2975416642
1314	0.297540713
1315	0.2975363875
1316	0.2975338144
1317	0.2975318586
1318	0.2975299173
1319	0.297528096
1320	0.2975243376
1321	0.2975221507
1322	0.2975200141
1323	0.297519177
1324	0.2975178878
1325	0.297514533
1326	0.2975114576
1327	0.2975099867
1328	0.2975086524
1329	0.297506864
1330	0.2975038287
1331	0.297501875
1332	0.2975004215
1333	0.2974967626
1334	0.2974950431
1335	0.2974938228
1336	0.2974919297
1337	0.2974893987
1338	0.2974875189
1339	0.2974857244
1340	0.2974824179
1341	0.2974797164
1342	0.2974779804
1343	0.2974743452
1344	0.2974729749
1345	0.2974697074
1346	0.297468368
1347	0.297465231
1348	0.2974642623
1349	0.2974623158
1350	0.2974609137
1351	0.2974583005
1352	0.2974568398
1353	0.2974541917
1354	0.2974529108
1355	0.2974499042
1356	0.2974480943
1357	0.2974446337
1358	0.2974420431
1359	0.2974400545
1360	0.2974381131
1361	0.2974367418
1362	0.2974353685
1363	0.2974336428
1364	0.2974318976
1365	0.2974290697
1366	0.2974271787
1367	0.2974243837
1368	0.2974228306
1369	0.2974207402
1370	0.2974180613
1371	0.2974147456
1372	0.2974129695
1373	0.297411137
1374	0.2974097257
1375	0.2974084078
1376	0.2974051177
1377	0.2974033961
1378	0.2974003762
1379	0.2973990028
1380	0.2973961205
1381	0.2973942921
1382	0.2973921977
1383	0.297391039
1384	0.2973897828
1385	0.2973856298
1386	0.2973838877
1387	0.2973824486
1388	0.2973815026
1389	0.2973786059
1390	0.2973757061
1391	0.2973728485
1392	0.2973712132
1393	0.2973699354
1394	0.2973684449
1395	0.2973656078
1396	0.2973642663
1397	0.2973629813
1398	0.2973612443
1399	0.2973568942
1400	0.2973549569
1401	0.2973526262
1402	0.2973514624
1403	0.2973495919
1404	0.2973477655
1405	0.2973458601
1406	0.2973431124
1407	0.297340643
1408	0.2973387745
1409	0.2973360843
1410	0.297333352
1411	0.2973306227
1412	0.2973280137
1413	0.2973253985
1414	0.2973233944
1415	0.2973214386
1416	0.2973199687
1417	0.2973183283
1418	0.2973149304
1419	0.2973117851
1420	0.2973099403
1421	0.2973067549
1422	0.2973047951
1423	0.297301847
1424	0.2973001542
1425	0.2972984583
1426	0.2972970593
1427	0.2972952586
1428	0.2972938678
1429	0.2972926496
1430	0.2972911416
1431	0.2972886846
1432	0.2972863909
1433	0.2972848316
1434	0.2972829436
1435	0.2972790865
1436	0.2972762238
1437	0.2972732295
1438	0.2972708012
1439	0.2972688496
1440	0.297265844
1441	0.2972637968
1442	0.2972609936
1443	0.2972594888
1444	0.2972573707
1445	0.2972544658
1446	0.2972526836
1447	0.2972500663
1448	0.2972483746
1449	0.2972454635
1450	0.2972429613
1451	0.2972399968
1452	0.297237097
1453	0.2972356826
1454	0.2972334238
1455	0.297230713
1456	0.2972292534
1457	0.2972266567
1458	0.2972225346
1459	0.2972198166
1460	0.297218094
1461	0.29721662
1462	0.2972140643
1463	0.297213143
1464	0.2972117963
1465	0.2972105308
1466	0.2972088524
1467	0.2972069336
1468	0.2972046224
1469	0.2972028187
1470	0.2972014278
1471	0.2971986729
1472	0.297196899
1473	0.2971953417
1474	0.2971923218
1475	0.2971907759
1476	0.2971877457
1477	0.2971859799
1478	0.29718436
1479	0.2971822091
1480	0.2971813124
1481	0.2971800684
1482	0.2971780901
1483	0.2971761261
1484	0.297175139
1485	0.2971734585
1486	0.2971709737
1487	0.2971685341
1488	0.2971663031
1489	0.297164035
1490	0.2971626822
1491	0.2971608363
1492	0.2971584851
1493	0.2971558627
1494	0.2971534796
1495	0.2971519583
1496	0.297150585
1497	0.2971480108
1498	0.2971461485
1499	0.297143484
1500	0.2971418405
1501	0.2971394256
1502	0.2971371185
1503	0.2971342362
1504	0.2971329625
1505	0.29713166
1506	0.2971305188
1507	0.2971285024
1508	0.2971272647
1509	0.29712554
1510	0.2971241543
1511	0.297120553
1512	0.2971177991
1513	0.2971141187
