iter	Passed	Remaining
1661	147068	118398
1662	147296	118421
1663	147503	118428
1664	147629	118369
1665	147792	118340
1666	147989	118337
1667	148113	118277
1668	148261	118235
1669	148420	118202
1670	148568	118161
1671	148644	118061
1672	148794	118021
1673	149006	118030
1674	149089	117936
1675	149316	117956
1676	149393	117857
1677	149550	117822
1678	149728	117803
1679	149931	117802
1680	150127	117797
1681	150305	117777
1682	150479	117755
1683	150641	117722
1684	150801	117687
1685	150956	117649
1686	151195	117676
1687	151382	117662
1688	151544	117628
1689	151715	117602
1690	151875	117566
1691	152059	117549
1692	152226	117519
1693	152381	117479
1694	152628	117510
1695	152837	117511
1696	153021	117493
1697	153216	117483
1698	153369	117441
1699	153517	117395
1700	153690	117368
1701	153844	117326
1702	154012	117295
1703	154170	117256
1704	154331	117219
1705	154507	117193
1706	154681	117166
1707	154815	117108
1708	154976	117071
1709	155199	117080
1710	155336	117024
1711	155501	116989
1712	155605	116908
1713	155768	116871
1714	155919	116825
1715	156070	116780
1716	156238	116746
1717	156386	116698
1718	156554	116664
1719	156705	116618
1720	156865	116577
1721	156974	116500
1722	157157	116476
1723	157279	116408
1724	157436	116366
1725	157592	116322
1726	157759	116286
1727	157957	116273
1728	158138	116248
1729	158285	116197
1730	158441	116153
1731	158659	116154
1732	158829	116120
1733	158967	116062
1734	159124	116018
1735	159300	115988
1736	159427	115922
1737	159574	115870
1738	159729	115824
1739	159888	115781
1740	160013	115713
1741	160142	115648
1742	160284	115592
1743	160531	115611
1744	160709	115581
1745	160874	115542
1746	161027	115493
1747	161174	115440
1748	161328	115392
1749	161457	115326
1750	161634	115294
1751	161766	115230
1752	161902	115169
1753	162055	115120
1754	162215	115075
1755	162355	115016
1756	162532	114984
1757	162656	114914
1758	162849	114892
1759	162988	114832
1760	163068	114731
1761	163127	114615
1762	163196	114506
1763	163265	114396
1764	163334	114287
1765	163404	114179
1766	163468	114067
1767	163526	113950
1768	163588	113837
1769	163660	113730
1770	163720	113615
1771	163798	113512
1772	163870	113406
1773	163941	113298
1774	164018	113195
1775	164078	113081
1776	164148	112973
1777	164210	112860
1778	164275	112748
1779	164334	112634
1780	164403	112525
1781	164486	112426
1782	164551	112315
1783	164629	112213
1784	164701	112107
1785	164759	111992
1786	164832	111886
1787	164900	111778
1788	164978	111676
1789	165042	111564
1790	165105	111453
1791	165183	111351
1792	165269	111254
1793	165342	111149
1794	165401	111035
1795	165462	110922
1796	165522	110808
1797	165589	110700
1798	165652	110588
1799	165726	110484
1800	165791	110374
1801	165857	110264
1802	165923	110155
1803	165990	110046
1804	166048	109932
1805	166122	109828
1806	166193	109722
1807	166255	109610
1808	166331	109508
1809	166401	109402
1810	166470	109295
1811	166534	109184
1812	166601	109076
1813	166669	108969
1814	166731	108857
1815	166789	108743
1816	166860	108638
1817	166925	108528
1818	166984	108416
1819	167052	108309
1820	167108	108193
1821	167187	108093
1822	167256	107987
1823	167328	107883
1824	167405	107781
1825	167485	107682
1826	167580	107592
1827	167657	107491
1828	167731	107388
1829	167798	107280
1830	167857	107168
1831	167920	107058
1832	167977	106944
1833	168034	106831
1834	168097	106721
1835	168167	106616
1836	168234	106508
1837	168297	106399
1838	168354	106285
1839	168411	106172
1840	168472	106061
1841	168540	105955
1842	168604	105846
1843	168673	105741
1844	168743	105636
1845	168807	105527
1846	168868	105417
1847	168934	105309
1848	168996	105200
1849	169058	105090
1850	169120	104980
1851	169191	104876
1852	169264	104774
1853	169342	104674
1854	169416	104572
1855	169477	104462
1856	169549	104359
1857	169605	104246
1858	169691	104151
1859	169786	104062
1860	169863	103962
1861	169932	103857
1862	170003	103754
1863	170085	103657
1864	170154	103552
1865	170222	103447
1866	170293	103343
1867	170363	103239
1868	170430	103133
1869	170490	103023
1870	170555	102916
1871	170617	102808
1872	170675	102697
1873	170740	102590
1874	170809	102485
1875	170877	102380
1876	170942	102273
1877	171004	102165
1878	171077	102063
1879	171140	101956
1880	171213	101853
1881	171273	101744
1882	171333	101635
1883	171389	101523
1884	171463	101422
1885	171526	101314
1886	171593	101210
1887	171669	101110
1888	171737	101006
1889	171795	100895
1890	171853	100785
1891	171929	100685
1892	172004	100586
1893	172083	100488
1894	172148	100381
1895	172209	100273
1896	172277	100169
1897	172359	100073
1898	172448	99982
1899	172525	99883
1900	172578	99770
1901	172635	99660
1902	172696	99552
1903	172754	99442
1904	172811	99332
1905	172884	99231
1906	172944	99123
1907	173014	99020
1908	173082	98917
1909	173140	98807
1910	173204	98701
1911	173268	98596
1912	173318	98482
1913	173377	98374
1914	173443	98269
1915	173502	98161
1916	173556	98049
1917	173621	97944
1918	173687	97840
1919	173751	97735
1920	173821	97633
1921	173888	97529
1922	173952	97423
1923	174007	97314
1924	174071	97208
1925	174128	97099
1926	174197	96997
1927	174280	96902
1928	174351	96801
1929	174418	96698
1930	174472	96587
1931	174541	96485
1932	174594	96374
1933	174656	96268
1934	174727	96167
1935	174790	96062
1936	174854	95957
1937	174918	95853
1938	174975	95744
1939	175036	95638
1940	175094	95530
1941	175159	95426
1942	175221	95321
1943	175281	95214
1944	175344	95109
1945	175396	94998
1946	175459	94893
1947	175518	94787
1948	175568	94675
1949	175624	94567
1950	175693	94465
1951	175759	94362
1952	175813	94253
1953	175872	94146
1954	175940	94044
1955	175999	93938
1956	176059	93832
1957	176121	93727
1958	176185	93623
1959	176243	93517
1960	176300	93409
1961	176361	93304
1962	176425	93200
1963	176492	93099
1964	176564	92999
1965	176636	92900
1966	176722	92808
1967	176779	92701
1968	176833	92593
1969	176895	92488
1970	176957	92384
1971	177015	92278
1972	177072	92171
1973	177139	92069
1974	177198	91963
1975	177254	91856
1976	177323	91756
1977	177385	91652
1978	177449	91549
1979	177510	91444
1980	177571	91340
1981	177630	91234
1982	177689	91129
1983	177758	91029
1984	177813	90922
1985	177877	90819
1986	177937	90714
1987	177993	90608
1988	178053	90503
1989	178114	90399
1990	178177	90296
1991	178237	90192
1992	178295	90087
1993	178341	89975
1994	178408	89875
1995	178466	89769
1996	178535	89670
1997	178594	89565
1998	178649	89458
1999	178704	89352
2000	178773	89252
2001	178864	89164
2002	178941	89068
2003	179009	88968
2004	179073	88866
2005	179127	88759
2006	179186	88655
2007	179246	88551
2008	179295	88443
2009	179354	88338
2010	179420	88238
2011	179483	88136
2012	179542	88032
2013	179611	87933
2014	179668	87827
2015	179732	87726
2016	179795	87624
2017	179861	87524
2018	179928	87424
2019	179995	87324
2020	180056	87221
2021	180110	87115
2022	180168	87011
2023	180226	86907
2024	180295	86809
2025	180351	86704
2026	180418	86604
2027	180477	86500
2028	180545	86401
2029	180612	86302
2030	180676	86201
2031	180735	86098
2032	180799	85997
2033	180858	85894
2034	180915	85790
2035	181003	85700
2036	181073	85603
2037	181144	85505
2038	181218	85409
2039	181291	85313
2040	181358	85214
2041	181416	85111
2042	181483	85012
2043	181555	84915
2044	181616	84813
2045	181673	84710
2046	181735	84608
2047	181799	84508
2048	181867	84410
2049	181942	84314
2050	182028	84224
2051	182093	84125
2052	182179	84035
2053	182241	83933
2054	182304	83833
2055	182368	83733
2056	182438	83636
2057	182505	83537
2058	182568	83437
2059	182652	83346
2060	182711	83243
2061	182779	83146
2062	182833	83041
2063	182889	82938
2064	182955	82839
2065	183018	82739
2066	183086	82641
2067	183154	82543
2068	183229	82449
2069	183298	82351
2070	183374	82257
2071	183448	82162
2072	183518	82065
2073	183584	81966
2074	183649	81867
2075	183718	81770
2076	183780	81670
2077	183845	81571
2078	183911	81473
2079	183966	81369
2080	184046	81277
2081	184109	81177
2082	184172	81078
2083	184241	80981
2084	184307	80883
2085	184363	80780
2086	184438	80686
2087	184503	80587
2088	184567	80488
2089	184626	80387
2090	184702	80293
2091	184777	80200
2092	184841	80100
2093	184897	79998
2094	184964	79901
2095	185021	79799
2096	185103	79708
2097	185183	79616
2098	185245	79517
2099	185299	79414
2100	185355	79311
2101	185412	79210
2102	185475	79111
2103	185539	79012
2104	185629	78925
2105	185697	78828
2106	185773	78735
2107	185836	78636
2108	185907	78541
2109	185968	78441
2110	186030	78342
2111	186085	78240
2112	186143	78139
2113	186199	78038
2114	186261	77939
2115	186338	77846
2116	186398	77746
2117	186459	77647
2118	186529	77551
2119	186595	77454
2120	186671	77361
2121	186729	77261
2122	186781	77158
2123	186839	77057
2124	186904	76960
2125	186966	76862
2126	187023	76761
2127	187090	76664
2128	187143	76562
2129	187203	76463
2130	187269	76366
2131	187331	76268
2132	187395	76170
2133	187467	76076
2134	187546	75984
2135	187610	75887
2136	187682	75793
2137	187738	75692
2138	187807	75597
2139	187890	75507
2140	187959	75411
2141	188028	75316
2142	188094	75220
2143	188156	75122
2144	188217	75023
2145	188288	74929
2146	188350	74831
2147	188413	74733
2148	188471	74634
2149	188531	74535
2150	188599	74440
2151	188654	74339
2152	188717	74242
2153	188777	74143
2154	188836	74045
2155	188896	73946
2156	188960	73849
2157	189021	73751
2158	189087	73655
2159	189147	73557
2160	189205	73458
2161	189262	73359
2162	189313	73257
2163	189371	73158
2164	189426	73058
2165	189485	72959
2166	189545	72861
2167	189606	72764
2168	189667	72666
2169	189726	72568
2170	189782	72468
2171	189844	72371
2172	189907	72275
2173	189969	72178
2174	190028	72079
2175	190084	71980
2176	190161	71889
2177	190225	71793
2178	190302	71701
2179	190367	71606
2180	190423	71507
2181	190486	71410
2182	190538	71310
2183	190606	71215
2184	190668	71118
2185	190726	71020
2186	190787	70923
2187	190862	70831
2188	190929	70737
2189	190988	70639
2190	191054	70544
2191	191112	70446
2192	191170	70348
2193	191237	70253
2194	191299	70157
2195	191359	70060
2196	191429	69967
2197	191488	69869
2198	191544	69771
2199	191601	69673
2200	191669	69579
2201	191744	69487
2202	191807	69391
2203	191864	69294
2204	191951	69207
2205	192023	69114
2206	192082	69017
2207	192136	68918
2208	192201	68823
2209	192263	68727
2210	192323	68631
2211	192414	68545
2212	192495	68456
2213	192554	68359
2214	192630	68268
2215	192700	68175
2216	192774	68084
2217	192842	67990
2218	192916	67898
2219	192988	67806
2220	193059	67714
2221	193134	67623
2222	193209	67532
2223	193274	67437
2224	193342	67344
2225	193410	67250
2226	193477	67156
2227	193538	67060
2228	193594	66963
2229	193653	66866
2230	193723	66774
2231	193789	66680
2232	193850	66584
2233	193904	66486
2234	193963	66390
2235	194032	66297
2236	194111	66207
2237	194169	66111
2238	194239	66018
2239	194304	65924
2240	194366	65829
2241	194440	65738
2242	194519	65649
2243	194587	65556
2244	194654	65462
2245	194733	65373
2246	194798	65279
2247	194868	65187
2248	194937	65094
2249	195005	65001
2250	195060	64904
2251	195123	64809
2252	195182	64714
2253	195251	64621
2254	195314	64527
2255	195371	64430
2256	195430	64335
2257	195483	64237
2258	195556	64146
2259	195630	64056
2260	195698	63963
2261	195781	63875
2262	195846	63781
2263	195910	63688
2264	195967	63591
2265	196031	63498
2266	196093	63403
2267	196157	63309
2268	196225	63217
2269	196282	63121
2270	196347	63028
2271	196431	62940
2272	196487	62844
2273	196548	62750
2274	196615	62657
2275	196676	62563
2276	196747	62471
2277	196805	62376
2278	196862	62280
2279	196924	62186
2280	196999	62096
2281	197071	62005
2282	197134	61912
2283	197207	61821
2284	197276	61729
2285	197341	61636
2286	197408	61544
2287	197480	61453
2288	197548	61361
2289	197609	61267
2290	197671	61173
2291	197745	61083
2292	197807	60989
2293	197881	60900
2294	197948	60807
2295	198012	60714
2296	198075	60621
2297	198134	60526
2298	198198	60433
2299	198271	60343
2300	198330	60248
2301	198399	60157
2302	198470	60066
2303	198535	59974
2304	198595	59880
2305	198654	59785
2306	198721	59693
2307	198793	59603
2308	198850	59508
2309	198916	59416
2310	198982	59324
2311	199056	59234
2312	199128	59144
2313	199201	59054
2314	199274	58964
2315	199357	58877
2316	199441	58790
2317	199515	58701
2318	199577	58608
2319	199657	58520
2320	199722	58428
2321	199794	58337
2322	199866	58247
2323	199933	58156
2324	200015	58069
2325	200090	57979
2326	200163	57890
2327	200235	57799
2328	200306	57709
2329	200366	57616
2330	200436	57525
2331	200495	57431
2332	200581	57345
2333	200665	57259
2334	200729	57167
2335	200794	57075
2336	200865	56984
2337	200928	56892
2338	201003	56803
2339	201072	56712
2340	201137	56620
2341	201215	56532
2342	201278	56440
2343	201343	56348
2344	201427	56262
2345	201510	56175
2346	201593	56088
2347	201681	56003
2348	201761	55916
2349	201837	55827
2350	201907	55737
2351	201977	55646
2352	202060	55560
2353	202129	55469
2354	202195	55378
2355	202265	55288
2356	202318	55193
2357	202378	55100
2358	202471	55016
2359	202541	54926
2360	202618	54838
2361	202683	54746
2362	202754	54657
2363	202807	54562
2364	202865	54469
2365	202926	54376
2366	203010	54290
2367	203090	54203
2368	203156	54112
2369	203227	54022
2370	203293	53931
2371	203354	53839
2372	203425	53749
2373	203493	53659
2374	203563	53569
2375	203621	53476
2376	203683	53384
2377	203754	53294
2378	203838	53208
2379	203917	53121
2380	203991	53032
2381	204063	52943
2382	204129	52852
2383	204200	52763
2384	204267	52672
2385	204331	52581
2386	204403	52492
2387	204471	52402
2388	204532	52310
2389	204597	52219
2390	204660	52127
2391	204724	52036
2392	204789	51946
2393	204857	51856
2394	204928	51766
2395	205002	51678
2396	205073	51589
2397	205136	51497
2398	205209	51409
2399	205273	51318
2400	205345	51229
2401	205405	51137
2402	205464	51045
2403	205537	50956
2404	205606	50867
2405	205667	50775
2406	205739	50686
2407	205811	50598
2408	205879	50508
2409	205947	50418
2410	206015	50328
2411	206087	50240
2412	206174	50155
2413	206251	50067
2414	206330	49980
2415	206395	49890
2416	206460	49800
2417	206527	49710
2418	206591	49619
2419	206665	49531
2420	206744	49444
2421	206813	49355
2422	206874	49263
2423	206950	49176
2424	207014	49085
2425	207073	48994
2426	207142	48904
2427	207210	48815
2428	207272	48724
2429	207348	48637
2430	207414	48547
2431	207492	48460
2432	207565	48372
2433	207639	48284
2434	207711	48195
2435	207775	48105
2436	207844	48016
2437	207912	47927
2438	207979	47837
2439	208043	47747
2440	208107	47657
2441	208175	47568
2442	208245	47479
2443	208317	47391
2444	208381	47301
2445	208494	47222
2446	208580	47137
2447	208654	47049
2448	208726	46961
2449	208792	46871
2450	208853	46781
2451	208924	46692
2452	208987	46602
2453	209059	46514
2454	209134	46427
2455	209184	46333
2456	209256	46245
2457	209321	46156
2458	209391	46067
2459	209457	45978
2460	209538	45892
2461	209608	45804
2462	209672	45714
2463	209744	45626
2464	209800	45534
2465	209870	45446
2466	209938	45357
2467	210003	45268
2468	210059	45176
2469	210120	45086
2470	210185	44997
2471	210261	44910
2472	210314	44818
2473	210375	44728
2474	210446	44640
2475	210509	44550
2476	210581	44462
2477	210665	44377
2478	210751	44292
2479	210825	44205
2480	210906	44119
2481	210979	44031
2482	211046	43943
2483	211116	43855
2484	211197	43769
2485	211271	43681
2486	211342	43594
2487	211416	43506
2488	211526	43427
2489	211608	43341
2490	211689	43255
2491	211754	43166
2492	211814	43076
2493	211892	42990
2494	211961	42902
2495	212028	42813
2496	212087	42723
2497	212153	42634
2498	212227	42547
2499	212288	42457
2500	212355	42369
2501	212431	42282
2502	212495	42193
2503	212559	42104
2504	212641	42018
2505	212708	41930
2506	212765	41840
2507	212835	41752
2508	212907	41665
2509	212989	41579
2510	213073	41494
2511	213157	41409
2512	213239	41324
2513	213301	41234
2514	213366	41146
2515	213428	41057
2516	213489	40967
2517	213560	40880
2518	213622	40790
2519	213697	40704
2520	213765	40616
2521	213820	40525
2522	213880	40436
2523	213946	40348
2524	214022	40261
2525	214097	40175
2526	214163	40086
2527	214226	39998
2528	214299	39911
2529	214367	39823
2530	214441	39736
2531	214510	39648
2532	214575	39560
2533	214639	39471
2534	214716	39385
2535	214787	39298
2536	214852	39210
2537	214906	39120
2538	214976	39032
2539	215038	38943
2540	215093	38853
2541	215181	38769
2542	215253	38682
2543	215358	38602
2544	215430	38515
2545	215501	38427
2546	215585	38343
2547	215655	38256
2548	215723	38168
2549	215794	38081
2550	215870	37995
2551	215943	37908
2552	216013	37821
2553	216072	37732
2554	216143	37645
2555	216217	37558
2556	216283	37471
2557	216346	37382
2558	216423	37296
2559	216488	37208
2560	216562	37122
2561	216629	37034
2562	216698	36947
2563	216763	36859
2564	216824	36771
2565	216914	36687
2566	216984	36600
2567	217051	36513
2568	217122	36426
2569	217205	36341
2570	217261	36252
2571	217328	36165
2572	217395	36077
2573	217467	35991
2574	217538	35904
2575	217615	35818
2576	217693	35733
2577	217767	35646
2578	217841	35560
2579	217911	35473
2580	217981	35387
2581	218048	35299
2582	218111	35212
2583	218193	35127
2584	218257	35039
2585	218311	34950
2586	218374	34862
2587	218440	34774
2588	218497	34686
2589	218577	34601
2590	218639	34513
2591	218714	34427
2592	218785	34340
2593	218857	34254
2594	218920	34166
2595	218993	34080
2596	219055	33992
2597	219124	33906
2598	219190	33818
2599	219266	33733
2600	219331	33646
2601	219390	33557
2602	219454	33470
2603	219526	33384
2604	219586	33296
2605	219653	33209
2606	219713	33121
2607	219779	33034
2608	219842	32946
2609	219915	32860
2610	219986	32774
2611	220067	32689
2612	220138	32603
2613	220194	32515
2614	220262	32428
2615	220329	32341
2616	220393	32254
2617	220464	32168
2618	220533	32082
2619	220589	31993
2620	220657	31907
2621	220730	31821
2622	220798	31735
2623	220862	31647
2624	220930	31561
2625	220997	31474
2626	221058	31387
2627	221129	31301
2628	221197	31215
2629	221266	31128
2630	221332	31042
2631	221395	30955
2632	221464	30868
2633	221530	30782
2634	221611	30697
2635	221685	30612
2636	221767	30527
2637	221832	30440
2638	221895	30354
2639	221959	30267
2640	222032	30181
2641	222104	30095
2642	222191	30012
2643	222264	29926
2644	222333	29840
2645	222412	29755
2646	222478	29669
2647	222534	29581
2648	222602	29495
2649	222667	29408
2650	222733	29322
2651	222794	29235
2652	222873	29150
2653	222941	29064
2654	223011	28978
2655	223085	28893
2656	223163	28808
2657	223244	28724
2658	223318	28639
2659	223378	28552
2660	223443	28465
2661	223510	28379
2662	223567	28292
2663	223645	28207
2664	223699	28119
2665	223768	28033
2666	223847	27949
2667	223917	27863
2668	223991	27778
2669	224057	27692
2670	224130	27607
2671	224200	27521
2672	224277	27436
2673	224364	27353
2674	224427	27266
2675	224524	27184
2676	224592	27098
2677	224685	27016
2678	224755	26930
2679	224820	26844
2680	224890	26758
2681	224966	26673
2682	225037	26588
2683	225108	26503
2684	225178	26417
2685	225238	26330
2686	225313	26246
2687	225381	26160
2688	225456	26075
2689	225526	25990
2690	225586	25903
2691	225643	25816
2692	225708	25730
2693	225786	25646
2694	225848	25559
2695	225922	25474
2696	225988	25389
2697	226055	25303
2698	226128	25218
2699	226203	25133
2700	226276	25048
2701	226338	24962
2702	226403	24876
2703	226463	24790
2704	226534	24705
2705	226619	24621
2706	226739	24541
2707	226810	24456
2708	226893	24372
2709	226962	24287
2710	227023	24201
2711	227082	24114
2712	227148	24029
2713	227208	23943
2714	227271	23857
2715	227352	23773
2716	227433	23689
2717	227512	23605
2718	227587	23520
2719	227648	23434
2720	227710	23348
2721	227776	23263
2722	227850	23178
2723	227927	23093
2724	227992	23008
2725	228056	22922
2726	228132	22838
2727	228203	22753
2728	228272	22668
2729	228328	22581
2730	228390	22496
2731	228456	22410
2732	228512	22324
2733	228573	22238
2734	228657	22155
2735	228719	22069
2736	228795	21985
2737	228859	21899
2738	228926	21814
2739	229014	21731
2740	229083	21646
2741	229153	21561
2742	229216	21476
2743	229291	21391
2744	229360	21306
2745	229430	21221
2746	229509	21137
2747	229567	21051
2748	229634	20966
2749	229697	20881
2750	229754	20795
2751	229826	20711
2752	229904	20627
2753	229973	20542
2754	230041	20457
2755	230110	20372
2756	230185	20288
2757	230257	20203
2758	230322	20118
2759	230407	20035
2760	230471	19950
2761	230537	19865
2762	230599	19779
2763	230660	19694
2764	230733	19610
2765	230804	19525
2766	230872	19441
2767	230944	19356
2768	231009	19271
2769	231082	19187
2770	231152	19102
2771	231234	19019
2772	231296	18934
2773	231372	18850
2774	231444	18765
2775	231515	18681
2776	231587	18597
2777	231648	18511
2778	231729	18428
2779	231798	18343
2780	231862	18258
2781	231925	18173
2782	231988	18088
2783	232069	18005
2784	232140	17921
2785	232212	17836
2786	232279	17752
2787	232348	17667
2788	232418	17583
2789	232493	17499
2790	232558	17414
2791	232636	17331
2792	232697	17246
2793	232753	17160
2794	232825	17076
2795	232899	16992
2796	232957	16907
2797	233023	16822
2798	233092	16738
2799	233161	16654
2800	233220	16569
2801	233287	16484
2802	233354	16400
2803	233418	16315
2804	233490	16231
2805	233573	16148
2806	233658	16065
2807	233753	15983
2808	233819	15898
2809	233884	15814
2810	233979	15731
2811	234058	15648
2812	234130	15564
2813	234197	15480
2814	234280	15396
2815	234352	15312
2816	234430	15229
2817	234504	15145
2818	234572	15061
2819	234646	14977
2820	234722	14893
2821	234814	14811
2822	234897	14727
2823	234968	14643
2824	235040	14560
2825	235125	14476
2826	235195	14392
2827	235262	14308
2828	235332	14224
2829	235404	14140
2830	235472	14056
2831	235543	13972
2832	235609	13888
2833	235674	13804
2834	235758	13721
2835	235844	13638
2836	235903	13553
2837	235967	13469
2838	236039	13385
2839	236137	13303
2840	236212	13219
2841	236281	13135
2842	236346	13051
2843	236414	12967
2844	236503	12885
2845	236582	12801
2846	236663	12718
2847	236731	12634
2848	236801	12550
2849	236883	12467
2850	236950	12383
2851	237029	12300
2852	237098	12216
2853	237163	12132
2854	237226	12048
2855	237282	11963
2856	237341	11879
2857	237413	11795
2858	237478	11711
2859	237548	11628
2860	237618	11544
2861	237682	11460
2862	237756	11377
2863	237828	11293
2864	237904	11210
2865	237987	11127
2866	238085	11044
2867	238158	10961
2868	238241	10878
2869	238298	10794
2870	238364	10710
2871	238439	10626
2872	238516	10543
2873	238587	10459
2874	238660	10376
2875	238726	10292
2876	238787	10208
2877	238851	10125
2878	238926	10041
2879	238997	9958
2880	239070	9874
2881	239146	9791
2882	239214	9707
2883	239293	9624
2884	239358	9541
2885	239429	9457
2886	239511	9374
2887	239584	9291
2888	239652	9207
2889	239724	9124
2890	239798	9041
2891	239865	8957
2892	239928	8873
2893	240002	8790
2894	240076	8707
2895	240146	8624
2896	240206	8540
2897	240285	8457
2898	240359	8374
2899	240427	8290
2900	240517	8207
2901	240613	8125
2902	240679	8041
2903	240753	7958
2904	240822	7875
2905	240881	7791
2906	240951	7708
2907	241023	7625
2908	241098	7542
2909	241170	7458
2910	241241	7375
2911	241308	7292
2912	241376	7208
2913	241456	7126
2914	241519	7042
2915	241592	6959
2916	241673	6876
2917	241751	6793
2918	241832	6710
2919	241907	6627
2920	241996	6544
2921	242066	6461
2922	242138	6378
2923	242211	6295
2924	242278	6212
2925	242348	6129
2926	242405	6045
2927	242473	5962
2928	242553	5879
2929	242639	5796
2930	242722	5714
2931	242804	5631
2932	242889	5548
2933	242962	5465
2934	243047	5382
2935	243114	5299
2936	243187	5216
2937	243258	5133
2938	243330	5050
2939	243419	4967
2940	243492	4884
2941	243562	4801
2942	243643	4718
2943	243719	4635
2944	243792	4553
2945	243865	4470
2946	243929	4386
2947	244008	4304
2948	244075	4221
2949	244142	4138
2950	244214	4055
2951	244292	3972
2952	244371	3889
2953	244456	3806
2954	244530	3723
2955	244599	3640
2956	244664	3557
2957	244755	3475
2958	244834	3392
2959	244906	3309
2960	245001	3226
2961	245086	3144
2962	245173	3061
2963	245254	2978
2964	245313	2895
2965	245381	2812
2966	245457	2730
2967	245536	2647
2968	245598	2564
2969	245670	2481
2970	245739	2398
2971	245808	2315
2972	245868	2232
2973	245937	2150
2974	246027	2067
2975	246093	1984
2976	246176	1901
2977	246251	1819
2978	246333	1736
2979	246404	1653
2980	246480	1570
2981	246549	1488
2982	246621	1405
2983	246691	1322
2984	246765	1240
2985	246842	1157
2986	246910	1074
2987	246979	991
2988	247074	909
2989	247180	826
2990	247262	744
2991	247327	661
2992	247393	578
2993	247475	495
2994	247554	413
2995	247623	330
2996	247709	247
2997	247779	165
2998	247845	82
2999	247913	0
